time,ego_velocity,leader_velocity,space_gap,acc_acceleration
66.4,26.351,27.145,36.109,0.29175
66.5,26.372,27.146,36.093,0.32012
66.6,26.392,27.148,36.08,0.33847
66.7,26.412,27.151,36.096,0.32841
66.8,26.433,27.155,36.156,0.29206
66.9,26.452,27.159,36.228,0.26103
67,26.47,27.161,36.283,0.26014
67.1,26.485,27.162,36.335,0.27193
67.2,26.501,27.163,36.386,0.28311
67.3,26.52,27.166,36.439,0.28003
67.4,26.54,27.168,36.493,0.25027
67.5,26.561,27.173,36.547,0.21493
67.6,26.582,27.182,36.596,0.19481
67.7,26.603,27.193,36.641,0.17949
67.8,26.624,27.204,36.686,0.16902
67.9,26.642,27.214,36.736,0.16917
68,26.658,27.221,36.791,0.19285
68.1,26.672,27.227,36.848,0.2215
68.2,26.687,27.235,36.904,0.22845
68.3,26.7,27.242,36.958,0.18495
68.4,26.713,27.25,37.012,0.12333
68.5,26.729,27.264,37.072,0.091834
68.6,26.753,27.287,37.145,0.15462
68.7,26.781,27.316,37.225,0.25981
68.8,26.804,27.338,37.295,0.28637
68.9,26.82,27.354,37.357,0.2388
69,26.836,27.369,37.413,0.18657
69.1,26.854,27.387,37.464,0.17787
69.2,26.875,27.405,37.509,0.1805
69.3,26.895,27.424,37.554,0.18495
69.4,26.914,27.444,37.606,0.19302
69.5,26.931,27.47,37.665,0.20994
69.6,26.948,27.492,37.719,0.22695
69.7,26.963,27.507,37.762,0.24238
69.8,26.978,27.522,37.8,0.25694
69.9,26.994,27.539,37.842,0.2634
70,27.015,27.56,37.892,0.24079
70.1,27.039,27.585,37.947,0.20106
70.2,27.069,27.618,38.011,0.18123
70.3,27.11,27.664,38.086,0.17058
70.4,27.141,27.697,38.172,0.16798
70.5,27.157,27.714,38.276,0.18182
70.6,27.173,27.731,38.381,0.19192
70.7,27.193,27.747,38.478,0.16266
70.8,27.215,27.765,38.568,0.12228
70.9,27.241,27.79,38.647,0.11046
71,27.27,27.819,38.717,0.10343
71.1,27.299,27.848,38.783,0.10038
71.2,27.325,27.871,38.849,0.15493
71.3,27.35,27.89,38.913,0.28609
71.4,27.373,27.908,38.972,0.38108
71.5,27.393,27.926,39.023,0.36746
71.6,27.411,27.942,39.069,0.30562
71.7,27.428,27.959,39.115,0.23236
71.8,27.447,27.978,39.171,0.16895
71.9,27.466,28.002,39.236,0.09899
72,27.487,28.027,39.297,0.060283
72.1,27.509,28.053,39.346,0.079403
72.2,27.533,28.081,39.39,0.12837
72.3,27.556,28.108,39.435,0.17462
72.4,27.574,28.13,39.485,0.18555
72.5,27.587,28.147,39.541,0.14847
72.6,27.6,28.163,39.602,0.10429
72.7,27.617,28.186,39.668,0.095911
72.8,27.641,28.218,39.741,0.10652
72.9,27.666,28.25,39.815,0.12392
73,27.689,28.273,39.885,0.15329
73.1,27.711,28.293,39.952,0.20314
73.2,27.733,28.315,40.018,0.24734
73.3,27.759,28.34,40.082,0.27583
73.4,27.787,28.367,40.144,0.30047
73.5,27.817,28.396,40.21,0.31322
73.6,27.849,28.429,40.283,0.30811
73.7,27.883,28.465,40.362,0.29134
73.8,27.906,28.491,40.44,0.26311
73.9,27.924,28.513,40.519,0.21668
74,27.946,28.542,40.589,0.2048
74.1,27.978,28.584,40.651,0.25754
74.2,28.009,28.629,40.709,0.31447
74.3,28.03,28.665,40.771,0.31596
74.4,28.044,28.699,40.833,0.28943
74.5,28.059,28.731,40.896,0.25692
74.6,28.077,28.763,40.959,0.21974
74.7,28.096,28.795,41.022,0.1789
74.8,28.115,28.826,41.086,0.16347
74.9,28.133,28.856,41.153,0.2045
75,28.152,28.885,41.221,0.26684
75.1,28.173,28.914,41.288,0.29419
75.2,28.199,28.945,41.354,0.30097
75.3,28.226,28.975,41.42,0.3055
75.4,28.25,28.999,41.486,0.31043
75.5,28.271,29.017,41.553,0.31611
75.6,28.293,29.035,41.621,0.32019
75.7,28.319,29.06,41.693,0.32027
75.8,28.348,29.09,41.768,0.31701
75.9,28.379,29.121,41.844,0.31395
76,28.41,29.15,41.918,0.31744
76.1,28.442,29.178,41.992,0.33288
76.2,28.471,29.203,42.069,0.34556
76.3,28.495,29.227,42.153,0.3173
76.4,28.514,29.248,42.243,0.22917
76.5,28.536,29.272,42.338,0.17322
76.6,28.567,29.302,42.435,0.19079
76.7,28.603,29.336,42.537,0.22563
76.8,28.637,29.368,42.641,0.24095
76.9,28.669,29.396,42.75,0.20645
77,28.7,29.42,42.859,0.16575
77.1,28.729,29.441,42.96,0.17565
77.2,28.756,29.459,43.056,0.21951
77.3,28.784,29.479,43.145,0.25358
77.4,28.817,29.504,43.23,0.27919
77.5,28.849,29.529,43.308,0.2966
77.6,28.875,29.548,43.374,0.28997
77.7,28.895,29.563,43.432,0.24728
77.8,28.915,29.578,43.486,0.20851
77.9,28.935,29.596,43.541,0.22106
78,28.955,29.615,43.596,0.28561
78.1,28.977,29.635,43.65,0.32787
78.2,29,29.659,43.704,0.28433
78.3,29.024,29.686,43.759,0.20031
78.4,29.047,29.71,43.815,0.1646
78.5,29.066,29.729,43.873,0.23763
78.6,29.086,29.748,43.932,0.3388
78.7,29.11,29.77,43.99,0.35904
78.8,29.143,29.799,44.047,0.30641
78.9,29.176,29.828,44.106,0.25195
79,29.202,29.849,44.175,0.24549
79.1,29.224,29.864,44.258,0.2513
79.2,29.245,29.877,44.34,0.25584
79.3,29.271,29.889,44.411,0.2364
79.4,29.298,29.898,44.478,0.18723
79.5,29.326,29.909,44.542,0.16002
79.6,29.353,29.922,44.602,0.20326
79.7,29.379,29.937,44.659,0.27623
79.8,29.408,29.956,44.722,0.30287
79.9,29.442,29.98,44.797,0.29948
80,29.474,30.004,44.872,0.29232
80.1,29.495,30.019,44.938,0.2661
80.2,29.511,30.03,44.999,0.2064
80.3,29.529,30.046,45.057,0.17976
80.4,29.554,30.07,45.112,0.19872
80.5,29.581,30.096,45.165,0.22475
80.6,29.604,30.12,45.216,0.22329
80.7,29.624,30.142,45.265,0.14891
80.8,29.643,30.166,45.312,0.077411
80.9,29.666,30.194,45.359,0.10958
81,29.692,30.227,45.405,0.23574
81.1,29.716,30.26,45.454,0.32173
81.2,29.737,30.288,45.509,0.31406
81.3,29.757,30.314,45.568,0.29122
81.4,29.776,30.337,45.622,0.26696
81.5,29.794,30.358,45.669,0.24117
81.6,29.813,30.377,45.712,0.21303
81.7,29.831,30.396,45.755,0.19545
81.8,29.847,30.409,45.8,0.19622
81.9,29.863,30.414,45.846,0.20277
82,29.883,30.424,45.891,0.20637
82.1,29.912,30.446,45.933,0.19654
82.2,29.947,30.475,45.974,0.1799
82.3,29.983,30.503,46.02,0.17314
82.4,30.016,30.529,46.074,0.2437
82.5,30.049,30.554,46.133,0.35008
82.6,30.081,30.579,46.189,0.3862
82.7,30.115,30.603,46.244,0.37986
82.8,30.147,30.625,46.298,0.36753
82.9,30.169,30.638,46.35,0.34998
83,30.183,30.643,46.401,0.31206
83.1,30.196,30.648,46.451,0.26657
83.2,30.214,30.663,46.497,0.23108
83.3,30.24,30.687,46.538,0.19659
83.4,30.267,30.713,46.578,0.16833
83.5,30.29,30.735,46.62,0.15753
83.6,30.305,30.751,46.664,0.19476
83.7,30.318,30.764,46.709,0.25637
83.8,30.334,30.781,46.755,0.28135
83.9,30.359,30.806,46.803,0.23631
84,30.388,30.835,46.85,0.17002
84.1,30.414,30.859,46.892,0.14629
84.2,30.434,30.879,46.927,0.2013
84.3,30.453,30.896,46.959,0.2839
84.4,30.473,30.914,46.991,0.32683
84.5,30.497,30.935,47.021,0.31114
84.6,30.523,30.958,47.051,0.27903
84.7,30.546,30.978,47.084,0.25369
84.8,30.565,30.993,47.123,0.24604
84.9,30.581,31.005,47.167,0.24157
85,30.597,31.018,47.212,0.23722
85.1,30.619,31.035,47.257,0.22975
85.2,30.647,31.054,47.301,0.21899
85.3,30.673,31.073,47.342,0.21382
85.4,30.697,31.087,47.376,0.24013
85.5,30.72,31.1,47.406,0.2873
85.6,30.742,31.114,47.438,0.31654
85.7,30.763,31.128,47.475,0.29797
85.8,30.783,31.143,47.514,0.2524
85.9,30.805,31.158,47.552,0.21852
86,30.828,31.173,47.586,0.22968
86.1,30.852,31.188,47.617,0.27344
86.2,30.877,31.203,47.648,0.31429
86.3,30.902,31.219,47.68,0.31533
86.4,30.926,31.236,47.714,0.26168
86.5,30.951,31.253,47.749,0.19968
86.6,30.974,31.269,47.784,0.17978
86.7,30.996,31.282,47.82,0.18226
86.8,31.018,31.296,47.856,0.18757
86.9,31.04,31.313,47.889,0.19621
87,31.065,31.334,47.918,0.24004
87.1,31.091,31.356,47.945,0.2995
87.2,31.116,31.38,47.973,0.3271
87.3,31.14,31.403,48.003,0.29706
87.4,31.165,31.427,48.034,0.25132
87.5,31.192,31.455,48.066,0.2365
87.6,31.224,31.49,48.099,0.23304
87.7,31.251,31.521,48.131,0.22551
87.8,31.271,31.546,48.162,0.17149
87.9,31.289,31.569,48.193,0.1069
88,31.31,31.595,48.224,0.099518
88.1,31.334,31.622,48.254,0.14227
88.2,31.359,31.652,48.284,0.19144
88.3,31.386,31.683,48.316,0.21207
88.4,31.417,31.718,48.349,0.22118
88.5,31.448,31.752,48.381,0.22898
88.6,31.474,31.78,48.409,0.23864
88.7,31.497,31.804,48.433,0.24865
88.8,31.52,31.828,48.457,0.26044
88.9,31.546,31.855,48.481,0.279
89,31.573,31.883,48.504,0.30431
89.1,31.602,31.914,48.528,0.32049
89.2,31.634,31.95,48.558,0.3236
89.3,31.668,31.992,48.59,0.32552
89.4,31.702,32.033,48.619,0.32615
89.5,31.736,32.07,48.639,0.3177
89.6,31.769,32.107,48.657,0.30326
89.7,31.799,32.141,48.679,0.29645
89.8,31.825,32.173,48.709,0.30369
89.9,31.849,32.204,48.744,0.31504
90,31.876,32.237,48.781,0.31833
90.1,31.907,32.274,48.82,0.3007
90.2,31.94,32.312,48.863,0.2783
90.3,31.971,32.348,48.907,0.27766
90.4,32.003,32.384,48.956,0.32103
90.5,32.034,32.419,49.007,0.36572
90.6,32.064,32.449,49.059,0.36967
90.7,32.093,32.477,49.11,0.35665
90.8,32.122,32.506,49.165,0.33718
90.9,32.153,32.538,49.227,0.31104
91,32.187,32.574,49.3,0.26879
91.1,32.221,32.609,49.368,0.251
91.2,32.255,32.64,49.427,0.27008
91.3,32.29,32.669,49.481,0.2908
91.4,32.325,32.701,49.531,0.29262
91.5,32.361,32.733,49.576,0.29308
91.6,32.388,32.757,49.613,0.29138
91.7,32.407,32.774,49.643,0.27034
91.8,32.424,32.788,49.669,0.24163
91.9,32.445,32.806,49.693,0.22317
92,32.471,32.828,49.715,0.20871
92.1,32.498,32.85,49.736,0.20065
92.2,32.525,32.872,49.757,0.20934
92.3,32.553,32.894,49.777,0.23574
92.4,32.584,32.918,49.802,0.26331
92.5,32.623,32.946,49.839,0.29284
92.6,32.663,32.973,49.88,0.31569
92.7,32.693,32.99,49.909,0.30038
92.8,32.717,33,49.932,0.2527
92.9,32.744,33.013,49.957,0.23219
93,32.777,33.032,49.987,0.26201
93.1,32.811,33.052,50.018,0.29971
93.2,32.838,33.066,50.046,0.30217
93.3,32.859,33.075,50.073,0.27607
93.4,32.881,33.085,50.101,0.24703
93.5,32.907,33.102,50.136,0.22692
93.6,32.935,33.121,50.173,0.2125
93.7,32.958,33.139,50.202,0.22638
93.8,32.979,33.154,50.225,0.27123
93.9,33,33.173,50.249,0.30577
94,33.024,33.197,50.276,0.30331
94.1,33.05,33.224,50.306,0.28675
94.2,33.075,33.25,50.335,0.26494
94.3,33.095,33.271,50.362,0.23717
94.4,33.113,33.29,50.388,0.19848
94.5,33.13,33.307,50.411,0.17638
94.6,33.147,33.323,50.432,0.17836
94.7,33.165,33.336,50.451,0.18482
94.8,33.185,33.352,50.468,0.19464
94.9,33.215,33.378,50.483,0.22996
95,33.248,33.407,50.497,0.27217
95.1,33.276,33.43,50.507,0.28028
95.2,33.298,33.447,50.514,0.25934
95.3,33.319,33.463,50.521,0.2342
95.4,33.335,33.476,50.531,0.22027
95.5,33.348,33.487,50.545,0.20895
95.6,33.363,33.5,50.563,0.20257
95.7,33.385,33.519,50.585,0.21009
95.8,33.414,33.545,50.614,0.23448
95.9,33.444,33.573,50.644,0.25114
96,33.472,33.602,50.675,0.24321
96.1,33.5,33.629,50.707,0.22265
96.2,33.52,33.649,50.732,0.20349
96.3,33.531,33.661,50.749,0.18313
96.4,33.541,33.671,50.765,0.16453
96.5,33.554,33.686,50.782,0.15662
96.6,33.581,33.714,50.805,0.20048
96.7,33.613,33.748,50.83,0.27096
96.8,33.633,33.773,50.855,0.28224
96.9,33.643,33.795,50.881,0.20107
97,33.653,33.818,50.907,0.13021
97.1,33.673,33.845,50.929,0.15668
97.2,33.701,33.878,50.95,0.22314
97.3,33.724,33.906,50.972,0.24687
97.4,33.739,33.928,50.994,0.23261
97.5,33.755,33.952,51.018,0.20767
97.6,33.776,33.985,51.048,0.15592
97.7,33.799,34.019,51.079,0.10175
97.8,33.814,34.04,51.098,0.11202
97.9,33.827,34.055,51.114,0.14787
98,33.841,34.074,51.133,0.1806
98.1,33.862,34.099,51.161,0.20991
98.2,33.884,34.127,51.193,0.23226
98.3,33.905,34.153,51.226,0.23371
98.4,33.923,34.178,51.262,0.22513
98.5,33.943,34.203,51.296,0.21675
98.6,33.966,34.232,51.326,0.21578
98.7,33.994,34.266,51.353,0.21827
98.8,34.019,34.298,51.379,0.22067
98.9,34.036,34.319,51.406,0.21335
99,34.048,34.335,51.433,0.17764
99.1,34.059,34.349,51.461,0.14562
99.2,34.074,34.367,51.493,0.14927
99.3,34.091,34.387,51.53,0.17834
99.4,34.11,34.409,51.564,0.20741
99.5,34.133,34.431,51.59,0.21909
99.6,34.161,34.454,51.61,0.22677
99.7,34.188,34.476,51.631,0.23067
99.8,34.21,34.492,51.656,0.21711
99.9,34.23,34.505,51.684,0.17728
100,34.249,34.519,51.712,0.14707
100.1,34.264,34.535,51.737,0.14632
100.2,34.278,34.55,51.76,0.14983
100.3,34.292,34.565,51.783,0.15488
100.4,34.308,34.582,51.809,0.16293
100.5,34.324,34.6,51.837,0.17734
100.6,34.343,34.62,51.867,0.18811
100.7,34.363,34.644,51.897,0.18015
100.8,34.385,34.671,51.929,0.14971
100.9,34.41,34.699,51.964,0.12747
101,34.438,34.727,52.011,0.15971
101.1,34.468,34.754,52.06,0.22117
101.2,34.493,34.774,52.085,0.21497
101.3,34.514,34.785,52.1,0.17111
101.4,34.536,34.793,52.115,0.15407
101.5,34.559,34.799,52.13,0.19965
101.6,34.581,34.799,52.145,0.24745
101.7,34.6,34.79,52.166,0.23521
101.8,34.617,34.77,52.187,0.19195
101.9,34.635,34.742,52.19,0.16114
102,34.655,34.701,52.185,0.13695
102.1,34.674,34.655,52.179,0.13237
102.2,34.692,34.601,52.171,0.13462
102.3,34.712,34.549,52.158,0.13546
102.4,34.736,34.507,52.136,0.13235
102.5,34.759,34.461,52.104,0.12618
102.6,34.775,34.392,52.053,0.11255
102.7,34.787,34.303,51.969,0.084778
102.8,34.798,34.219,51.885,0.077925
102.9,34.805,34.141,51.802,0.085967
103,34.814,34.062,51.711,0.09506
103.1,34.828,33.982,51.601,0.10355
103.2,34.84,33.902,51.481,0.11022
103.3,34.842,33.827,51.366,0.097822
103.4,34.842,33.76,51.253,0.04513
103.5,34.842,33.692,51.126,0.012334
103.6,34.847,33.621,50.96,0.020254
103.7,34.855,33.553,50.776,0.031112
103.8,34.854,33.485,50.609,0.02671
103.9,34.849,33.419,50.447,0.010856
104,34.843,33.348,50.278,0.0027544
104.1,34.835,33.271,50.096,0.0016417
104.2,34.826,33.191,49.911,0.00048686
104.3,34.812,33.112,49.734,-0.016069
104.4,34.795,33.031,49.561,-0.05448
104.5,34.782,32.947,49.379,-0.071397
104.6,34.772,32.855,49.181,-0.06004
104.7,34.765,32.759,48.976,-0.04585
104.8,34.762,32.671,48.771,-0.049086
104.9,34.761,32.587,48.566,-0.074884
105,34.76,32.501,48.358,-0.097499
105.1,34.756,32.408,48.143,-0.085146
105.2,34.748,32.305,47.923,-0.035991
105.3,34.735,32.202,47.7,-0.0019839
105.4,34.715,32.096,47.478,-0.055558
105.5,34.686,31.985,47.255,-0.18211
105.6,34.657,31.883,47.023,-0.27547
105.7,34.63,31.787,46.78,-0.33541
105.8,34.602,31.699,46.529,-0.37811
105.9,34.571,31.622,46.275,-0.38772
106,34.538,31.553,46.017,-0.38857
106.1,34.501,31.484,45.755,-0.38944
106.2,34.454,31.409,45.487,-0.39306
106.3,34.395,31.325,45.212,-0.40382
106.4,34.335,31.246,44.939,-0.42155
106.5,34.279,31.18,44.671,-0.50665
106.6,34.222,31.116,44.405,-0.64183
106.7,34.166,31.053,44.135,-0.69055
106.8,34.115,30.993,43.859,-0.66752
106.9,34.063,30.932,43.58,-0.63854
107,34.002,30.866,43.303,-0.64009
107.1,33.932,30.792,43.029,-0.71013
107.2,33.853,30.711,42.75,-0.80625
107.3,33.762,30.621,42.458,-0.89666
107.4,33.655,30.52,42.154,-0.99712
107.5,33.544,30.42,41.843,-1.0367
107.6,33.433,30.335,41.523,-1.0212
107.7,33.318,30.258,41.199,-1.0054
107.8,33.199,30.176,40.879,-1.007
107.9,33.078,30.096,40.561,-1.0134
108,32.973,30.035,40.257,-1.0292
108.1,32.882,29.989,39.965,-1.0729
108.2,32.794,29.946,39.682,-1.0993
108.3,32.708,29.903,39.402,-1.0086
108.4,32.625,29.861,39.131,-0.85876
108.5,32.543,29.815,38.883,-0.81938
108.6,32.464,29.766,38.662,-0.84566
108.7,32.387,29.717,38.452,-0.87891
108.8,32.313,29.671,38.233,-0.89239
108.9,32.246,29.631,38.01,-0.87777
109,32.182,29.593,37.781,-0.85016
109.1,32.106,29.546,37.532,-0.82359
109.2,32.007,29.479,37.246,-0.7977
109.3,31.895,29.401,36.939,-0.77665
109.4,31.792,29.332,36.635,-0.77656
109.5,31.694,29.267,36.329,-0.78752
109.6,31.595,29.204,36.03,-0.80682
109.7,31.494,29.143,35.738,-0.85659
109.8,31.393,29.087,35.454,-0.8848
109.9,31.29,29.039,35.183,-0.85239
110,31.192,29,34.921,-0.80723
110.1,31.11,28.972,34.664,-0.7903
110.2,31.039,28.951,34.412,-0.77992
110.3,30.944,28.91,34.164,-0.78273
110.4,30.798,28.82,33.917,-0.84527
110.5,30.666,28.745,33.677,-0.92246
110.6,30.582,28.719,33.444,-0.99123
110.7,30.514,28.71,33.222,-1.0494
110.8,30.448,28.699,33.026,-1.0078
110.9,30.385,28.688,32.851,-0.74338
111,30.325,28.676,32.687,-0.5206
111.1,30.265,28.662,32.526,-0.523
111.2,30.207,28.647,32.371,-0.56631
111.3,30.145,28.624,32.227,-0.59232
111.4,30.068,28.582,32.095,-0.56725
111.5,29.987,28.533,31.972,-0.52218
111.6,29.931,28.505,31.854,-0.50985
111.7,29.899,28.497,31.741,-0.61264
111.8,29.871,28.493,31.631,-0.74235
111.9,29.838,28.485,31.523,-0.75588
112,29.801,28.474,31.417,-0.61802
112.1,29.761,28.462,31.313,-0.46354
112.2,29.718,28.448,31.213,-0.42504
112.3,29.673,28.432,31.121,-0.42863
112.4,29.625,28.414,31.028,-0.43607
112.5,29.572,28.392,30.928,-0.44842
112.6,29.509,28.364,30.814,-0.53988
112.7,29.442,28.333,30.692,-0.65536
112.8,29.378,28.306,30.57,-0.67399
112.9,29.317,28.283,30.443,-0.63513
113,29.254,28.258,30.323,-0.58402
113.1,29.181,28.221,30.219,-0.52073
113.2,29.105,28.18,30.124,-0.45264
113.3,29.046,28.15,30.037,-0.43815
113.4,29.001,28.129,29.959,-0.54159
113.5,28.963,28.111,29.886,-0.68052
113.6,28.931,28.097,29.814,-0.73613
113.7,28.907,28.086,29.741,-0.67032
113.8,28.886,28.078,29.671,-0.55651
113.9,28.864,28.068,29.606,-0.46805
114,28.839,28.056,29.552,-0.4351
114.1,28.813,28.041,29.504,-0.41011
114.2,28.785,28.026,29.457,-0.39492
114.3,28.753,28.008,29.406,-0.39141
114.4,28.714,27.987,29.35,-0.39045
114.5,28.674,27.966,29.294,-0.39002
114.6,28.637,27.946,29.239,-0.39075
114.7,28.6,27.925,29.184,-0.3937
114.8,28.565,27.908,29.128,-0.39843
114.9,28.534,27.898,29.069,-0.41644
115,28.505,27.892,29.007,-0.44881
115.1,28.474,27.88,28.949,-0.46321
115.2,28.438,27.859,28.899,-0.44177
115.3,28.4,27.833,28.851,-0.40778
115.4,28.363,27.808,28.801,-0.3915
115.5,28.327,27.785,28.746,-0.39259
115.6,28.292,27.762,28.689,-0.39522
115.7,28.256,27.739,28.628,-0.39881
115.8,28.221,27.719,28.558,-0.40726
115.9,28.186,27.699,28.483,-0.41855
116,28.149,27.676,28.409,-0.41657
116.1,28.107,27.647,28.337,-0.38637
116.2,28.068,27.62,28.265,-0.35574
116.3,28.034,27.597,28.19,-0.33548
116.4,28,27.574,28.124,-0.31706
116.5,27.962,27.548,28.076,-0.29553
116.6,27.92,27.52,28.037,-0.2762
116.7,27.871,27.484,28,-0.28457
116.8,27.812,27.439,27.964,-0.32985
116.9,27.774,27.417,27.921,-0.33812
117,27.751,27.413,27.864,-0.27188
117.1,27.73,27.413,27.817,-0.19653
117.2,27.709,27.418,27.783,-0.111
117.3,27.685,27.424,27.752,-0.06541
117.4,27.652,27.427,27.719,-0.17769
117.5,27.613,27.425,27.689,-0.29321
117.6,27.567,27.414,27.668,-0.27834
117.7,27.519,27.398,27.65,-0.2533
117.8,27.48,27.389,27.626,-0.24452
117.9,27.446,27.383,27.597,-0.24091
118,27.421,27.379,27.571,-0.22785
118.1,27.404,27.378,27.545,-0.15281
118.2,27.39,27.378,27.528,-0.094334
118.3,27.379,27.378,27.52,-0.096575
118.4,27.369,27.379,27.516,-0.10452
118.5,27.355,27.372,27.515,-0.12055
118.6,27.333,27.356,27.517,-0.1701
118.7,27.31,27.339,27.521,-0.22201
118.8,27.293,27.328,27.527,-0.2351
118.9,27.281,27.324,27.542,-0.20871
119,27.269,27.321,27.553,-0.17482
119.1,27.256,27.319,27.555,-0.14019
119.2,27.243,27.318,27.556,-0.10855
119.3,27.228,27.317,27.562,-0.10247
119.4,27.212,27.318,27.582,-0.11175
119.5,27.196,27.322,27.607,-0.12645
119.6,27.181,27.327,27.633,-0.1617
119.7,27.169,27.335,27.663,-0.19524
119.8,27.162,27.347,27.699,-0.17184
119.9,27.156,27.36,27.739,-0.10589
120,27.15,27.37,27.773,-0.090627
120.1,27.142,27.377,27.802,-0.089456
120.2,27.138,27.386,27.83,-0.087666
120.3,27.141,27.401,27.857,-0.055562
120.4,27.145,27.417,27.884,-0.0061343
120.5,27.142,27.427,27.914,-0.00052031
120.6,27.13,27.429,27.946,-9.4265e-05
120.7,27.124,27.435,27.975,-0.0032362
120.8,27.123,27.442,28.001,-0.054431
120.9,27.122,27.449,28.023,-0.10218
121,27.124,27.457,28.042,-0.087275
121.1,27.128,27.468,28.057,-0.041038
121.2,27.131,27.477,28.072,0.0043276
121.3,27.133,27.485,28.087,0.054723
121.4,27.134,27.493,28.101,0.10178
121.5,27.135,27.5,28.115,0.12114
121.6,27.134,27.504,28.129,0.10092
121.7,27.13,27.506,28.144,0.057268
121.8,27.126,27.508,28.161,0.0091674
121.9,27.119,27.507,28.183,-0.042246
122,27.109,27.504,28.21,-0.102
122.1,27.101,27.503,28.242,-0.1359
122.2,27.096,27.505,28.279,-0.13547
122.3,27.093,27.508,28.324,-0.13152
122.4,27.091,27.513,28.37,-0.12516
122.5,27.093,27.521,28.414,-0.10395
122.6,27.1,27.534,28.46,-0.052112
122.7,27.105,27.544,28.503,-0.0055299
122.8,27.104,27.544,28.54,0.018359
122.9,27.1,27.541,28.573,0.037467
123,27.097,27.54,28.607,0.046146
123.1,27.098,27.544,28.642,-0.0041774
123.2,27.099,27.553,28.678,-0.11674
123.3,27.1,27.562,28.717,-0.20016
123.4,27.097,27.568,28.763,-0.17851
123.5,27.086,27.569,28.817,-0.08875
123.6,27.075,27.569,28.872,-0.01282
123.7,27.07,27.574,28.922,-0.026609
123.8,27.068,27.58,28.971,-0.11711
123.9,27.066,27.585,29.018,-0.2027
124,27.061,27.588,29.063,-0.206
124.1,27.053,27.588,29.106,-0.13737
124.2,27.044,27.587,29.149,-0.066043
124.3,27.039,27.591,29.194,-0.057813
124.4,27.035,27.598,29.242,-0.10975
124.5,27.033,27.607,29.29,-0.16605
124.6,27.029,27.614,29.339,-0.17006
124.7,27.024,27.62,29.388,-0.10292
124.8,27.019,27.627,29.437,-0.025776
124.9,27.016,27.636,29.489,-0.0024316
125,27.015,27.648,29.544,-0.001009
125.1,27.015,27.66,29.599,-0.00019669
125.2,27.013,27.671,29.651,-0.0023454
125.3,27.004,27.672,29.698,-0.057347
125.4,26.991,27.67,29.744,-0.13597
125.5,26.981,27.672,29.79,-0.17194
125.6,26.974,27.682,29.836,-0.13211
125.7,26.969,27.696,29.885,-0.068538
125.8,26.964,27.71,29.947,-0.036376
125.9,26.959,27.726,30.025,-0.016372
126,26.954,27.742,30.109,-0.0061429
126.1,26.946,27.756,30.189,-0.034775
126.2,26.934,27.768,30.27,-0.11034
126.3,26.923,27.778,30.353,-0.16093
126.4,26.915,27.782,30.434,-0.12277
126.5,26.908,27.785,30.515,-0.037989
126.6,26.906,27.794,30.602,-0.0020662
126.7,26.909,27.813,30.697,-0.0043419
126.8,26.915,27.838,30.8,-0.0074436
126.9,26.922,27.86,30.915,-0.0081448
127,26.93,27.883,31.051,-0.0054785
127.1,26.938,27.903,31.193,-0.000191
127.2,26.945,27.918,31.329,0.03151
127.3,26.952,27.931,31.464,0.087711
127.4,26.962,27.941,31.598,0.12622
127.5,26.975,27.951,31.733,0.15415
127.6,26.99,27.96,31.861,0.17095
127.7,27.002,27.968,31.972,0.16314
127.8,27.012,27.974,32.071,0.13392
127.9,27.023,27.98,32.17,0.10892
128,27.037,27.987,32.278,0.1131
128.1,27.054,27.994,32.393,0.14535
128.2,27.071,28.004,32.502,0.18227
128.3,27.088,28.015,32.6,0.22962
128.4,27.105,28.028,32.694,0.27386
128.5,27.127,28.044,32.792,0.28109
128.6,27.156,28.065,32.897,0.2385
128.7,27.182,28.084,32.994,0.18457
128.8,27.198,28.098,33.074,0.13438
128.9,27.211,28.109,33.145,0.08228
129,27.224,28.12,33.219,0.053837
129.1,27.238,28.132,33.302,0.069126
129.2,27.251,28.143,33.391,0.11152
129.3,27.266,28.157,33.486,0.1497
129.4,27.286,28.177,33.59,0.16606
129.5,27.308,28.204,33.703,0.17723
129.6,27.331,28.228,33.806,0.19095
129.7,27.351,28.246,33.893,0.21624
129.8,27.372,28.264,33.974,0.24293
129.9,27.395,28.285,34.063,0.25271
130,27.422,28.316,34.164,0.20709
130.1,27.449,28.351,34.271,0.14129
130.2,27.472,28.377,34.372,0.12796
130.3,27.488,28.395,34.467,0.19814
130.4,27.504,28.413,34.56,0.27134
130.5,27.523,28.434,34.656,0.25649
130.6,27.545,28.459,34.753,0.16257
130.7,27.565,28.482,34.85,0.088648
130.8,27.579,28.499,34.947,0.10735
130.9,27.59,28.512,35.044,0.16719
131,27.603,28.526,35.14,0.20239
131.1,27.622,28.546,35.235,0.19853
131.2,27.644,28.57,35.33,0.1911
131.3,27.665,28.591,35.424,0.18668
131.4,27.683,28.607,35.516,0.1849
131.5,27.7,28.622,35.609,0.18379
131.6,27.717,28.638,35.704,0.1864
131.7,27.734,28.656,35.803,0.20555
131.8,27.75,28.673,35.902,0.2223
131.9,27.764,28.687,36,0.20885
132,27.778,28.698,36.096,0.16487
132.1,27.789,28.708,36.192,0.12393
132.2,27.796,28.714,36.288,0.081953
132.3,27.803,28.721,36.382,0.049243
132.4,27.815,28.73,36.473,0.055281
