time,ego_velocity,leader_velocity,space_gap,acc_acceleration
427.5,29.07,28.704,31.752,-0.15185
427.6,29.06,28.696,31.725,-0.14259
427.7,29.051,28.689,31.697,-0.1314
427.8,29.045,28.685,31.668,-0.12429
427.9,29.04,28.683,31.638,-0.11801
428,29.033,28.68,31.607,-0.11111
428.1,29.022,28.675,31.576,-0.10057
428.2,29.008,28.672,31.543,-0.091586
428.3,28.995,28.671,31.507,-0.099967
428.4,28.983,28.673,31.468,-0.13044
428.5,28.969,28.674,31.425,-0.12945
428.6,28.953,28.671,31.379,-0.077311
428.7,28.938,28.671,31.338,-0.068274
428.8,28.92,28.675,31.302,-0.13737
428.9,28.908,28.683,31.272,-0.17887
429,28.901,28.693,31.248,-0.1645
429.1,28.896,28.704,31.227,-0.13881
429.2,28.892,28.716,31.208,-0.11951
429.3,28.889,28.731,31.189,-0.11478
429.4,28.887,28.747,31.171,-0.11225
429.5,28.884,28.764,31.16,-0.10962
429.6,28.879,28.784,31.157,-0.10639
429.7,28.873,28.804,31.155,-0.10263
429.8,28.867,28.819,31.153,-0.095449
429.9,28.862,28.827,31.146,-0.057182
430,28.857,28.833,31.139,-0.011778
430.1,28.851,28.843,31.138,-0.0056842
430.2,28.845,28.856,31.14,-0.029986
430.3,28.838,28.867,31.143,-0.048939
430.4,28.833,28.874,31.15,-0.013484
430.5,28.828,28.88,31.163,0.066063
430.6,28.825,28.886,31.178,0.10815
430.7,28.822,28.894,31.195,0.073354
430.8,28.821,28.904,31.214,0.014002
430.9,28.821,28.917,31.23,-0.032741
431,28.822,28.934,31.245,-0.078456
431.1,28.823,28.952,31.261,-0.098814
431.2,28.825,28.976,31.28,-0.068137
431.3,28.827,29.003,31.301,-0.017461
431.4,28.828,29.028,31.328,-0.00038743
431.5,28.826,29.051,31.365,-9.7878e-05
431.6,28.825,29.072,31.408,0
431.7,28.826,29.095,31.458,0
431.8,28.828,29.115,31.509,0
431.9,28.825,29.127,31.551,0
432,28.82,29.134,31.588,0
432.1,28.822,29.15,31.629,0
432.2,28.831,29.175,31.674,0
432.3,28.833,29.184,31.712,0
432.4,28.832,29.187,31.744,0
432.5,28.832,29.193,31.783,0
432.6,28.839,29.219,31.835,0
432.7,28.844,29.244,31.891,0
432.8,28.839,29.253,31.944,0
432.9,28.83,29.256,31.997,0
433,28.824,29.262,32.054,0.00030564
433.1,28.819,29.272,32.114,0.0043193
433.2,28.816,29.283,32.175,0.0081403
433.3,28.817,29.294,32.236,0.0063835
433.4,28.821,29.305,32.298,0.0015834
433.5,28.822,29.312,32.351,0
433.6,28.821,29.316,32.395,0
433.7,28.818,29.319,32.438,0
433.8,28.815,29.323,32.487,-0.0075563
433.9,28.803,29.327,32.546,-0.097208
434,28.79,29.331,32.601,-0.15457
434.1,28.779,29.336,32.645,-0.15002
434.2,28.767,29.342,32.687,-0.13962
434.3,28.753,29.344,32.73,-0.11699
434.4,28.737,29.346,32.776,-0.072546
434.5,28.734,29.362,32.834,-0.036405
434.6,28.733,29.381,32.908,-0.0057196
434.7,28.736,29.397,32.989,-0.00033416
434.8,28.749,29.42,33.075,-0.00019446
434.9,28.762,29.441,33.168,0.0094598
435,28.773,29.46,33.27,0.10858
435.1,28.785,29.474,33.365,0.17457
435.2,28.795,29.483,33.443,0.17661
435.3,28.806,29.488,33.514,0.17779
435.4,28.816,29.493,33.587,0.17817
435.5,28.826,29.499,33.667,0.14297
435.6,28.836,29.505,33.746,0.094848
435.7,28.843,29.512,33.813,0.089547
435.8,28.848,29.519,33.871,0.088858
435.9,28.854,29.525,33.929,0.086853
436,28.859,29.536,33.99,0.071699
436.1,28.864,29.55,34.047,0.057381
436.2,28.871,29.562,34.096,0.059982
436.3,28.88,29.576,34.141,0.067989
436.4,28.885,29.586,34.186,0.07181
436.5,28.888,29.594,34.232,0.04901
436.6,28.889,29.601,34.278,0.013708
436.7,28.892,29.608,34.327,0.0015912
436.8,28.899,29.617,34.376,0.015682
436.9,28.908,29.628,34.428,0.041772
437,28.917,29.64,34.488,0.071287
437.1,28.926,29.654,34.562,0.11984
437.2,28.937,29.671,34.645,0.16897
437.3,28.947,29.686,34.724,0.17894
437.4,28.959,29.7,34.798,0.15103
437.5,28.97,29.714,34.873,0.1127
437.6,28.98,29.727,34.956,0.083546
437.7,28.989,29.738,35.047,0.056557
437.8,29,29.752,35.131,0.050791
437.9,29.019,29.774,35.206,0.085808
438,29.034,29.792,35.278,0.1242
438.1,29.039,29.802,35.347,0.14288
438.2,29.042,29.811,35.415,0.15622
438.3,29.047,29.819,35.48,0.1572
438.4,29.058,29.831,35.543,0.14286
438.5,29.069,29.843,35.605,0.11998
438.6,29.075,29.849,35.668,0.092497
438.7,29.077,29.849,35.733,0.04751
438.8,29.081,29.85,35.798,0.019578
438.9,29.089,29.855,35.864,0.020534
439,29.101,29.864,35.932,0.024127
439.1,29.111,29.875,36.001,0.044087
439.2,29.121,29.889,36.071,0.10824
439.3,29.132,29.905,36.146,0.13869
439.4,29.144,29.924,36.227,0.14663
439.5,29.156,29.942,36.309,0.1534
439.6,29.17,29.955,36.385,0.16614
439.7,29.185,29.967,36.459,0.18188
439.8,29.199,29.978,36.538,0.18909
439.9,29.21,29.987,36.629,0.15269
440,29.222,29.997,36.726,0.10386
440.1,29.233,30.008,36.825,0.090568
440.2,29.244,30.019,36.924,0.083759
440.3,29.259,30.034,37.013,0.085371
440.4,29.279,30.053,37.096,0.097896
440.5,29.298,30.07,37.174,0.11513
440.6,29.314,30.083,37.248,0.13976
440.7,29.329,30.09,37.319,0.17287
440.8,29.345,30.097,37.39,0.19192
440.9,29.365,30.105,37.461,0.18277
441,29.386,30.112,37.531,0.15849
441.1,29.403,30.112,37.596,0.131
441.2,29.417,30.106,37.655,0.091209
441.3,29.431,30.1,37.715,0.064407
441.4,29.446,30.097,37.779,0.10964
441.5,29.461,30.096,37.846,0.21636
441.6,29.475,30.091,37.911,0.25515
441.7,29.486,30.078,37.975,0.18356
441.8,29.497,30.065,38.038,0.10767
441.9,29.512,30.057,38.101,0.095411
442,29.529,30.053,38.163,0.090311
442.1,29.545,30.062,38.214,0.094459
442.2,29.561,30.074,38.258,0.12013
442.3,29.573,30.085,38.299,0.1348
442.4,29.58,30.097,38.336,0.13452
442.5,29.586,30.111,38.371,0.13375
442.6,29.591,30.122,38.412,0.13249
442.7,29.594,30.128,38.462,0.090272
442.8,29.597,30.133,38.52,0.021759
442.9,29.602,30.141,38.578,0.0046771
443,29.614,30.157,38.639,0.037217
443.1,29.628,30.173,38.7,0.063866
443.2,29.643,30.187,38.759,0.069639
443.3,29.659,30.2,38.818,0.074361
443.4,29.673,30.214,38.88,0.084989
443.5,29.687,30.227,38.943,0.10231
443.6,29.704,30.242,38.997,0.12746
443.7,29.725,30.255,39.045,0.16514
443.8,29.743,30.268,39.094,0.17562
443.9,29.758,30.28,39.146,0.17214
444,29.771,30.29,39.197,0.1691
444.1,29.784,30.297,39.246,0.17688
444.2,29.795,30.301,39.294,0.19557
444.3,29.807,30.311,39.344,0.20363
444.4,29.822,30.325,39.399,0.20206
444.5,29.837,30.341,39.456,0.19836
444.6,29.853,30.357,39.513,0.1874
444.7,29.87,30.37,39.568,0.13005
444.8,29.888,30.381,39.628,0.074273
444.9,29.906,30.394,39.702,0.080504
445,29.925,30.408,39.789,0.12317
445.1,29.94,30.417,39.864,0.1499
445.2,29.951,30.424,39.929,0.16963
445.3,29.958,30.428,39.985,0.16451
445.4,29.961,30.431,40.033,0.091468
445.5,29.965,30.433,40.078,0.018956
445.6,29.973,30.439,40.124,0.011065
445.7,29.989,30.452,40.171,0.016056
445.8,30.004,30.465,40.215,0.024588
445.9,30.014,30.471,40.254,0.065172
446,30.022,30.475,40.291,0.13334
446.1,30.034,30.482,40.327,0.15681
446.2,30.058,30.498,40.359,0.13955
446.3,30.083,30.517,40.392,0.12036
446.4,30.099,30.528,40.434,0.11869
446.5,30.111,30.537,40.484,0.1219
446.6,30.126,30.546,40.527,0.1266
446.7,30.147,30.559,40.563,0.13509
446.8,30.165,30.571,40.597,0.13891
446.9,30.179,30.582,40.631,0.13506
447,30.191,30.592,40.664,0.1287
447.1,30.202,30.601,40.696,0.1239
447.2,30.212,30.609,40.726,0.11954
447.3,30.221,30.616,40.758,0.11607
447.4,30.23,30.624,40.794,0.11519
447.5,30.241,30.634,40.841,0.12011
447.6,30.252,30.645,40.891,0.12575
447.7,30.264,30.656,40.935,0.12406
447.8,30.277,30.666,40.977,0.11595
447.9,30.289,30.675,41.017,0.11392
448,30.299,30.682,41.053,0.14225
448.1,30.311,30.689,41.089,0.18439
448.2,30.327,30.699,41.125,0.23028
448.3,30.346,30.709,41.162,0.27296
448.4,30.364,30.717,41.199,0.25144
448.5,30.381,30.723,41.238,0.16
448.6,30.397,30.726,41.271,0.10957
448.7,30.413,30.728,41.297,0.10851
448.8,30.427,30.727,41.32,0.10794
448.9,30.44,30.723,41.343,0.10837
449,30.45,30.717,41.366,0.11467
449.1,30.46,30.708,41.388,0.12535
449.2,30.47,30.691,41.406,0.14305
449.3,30.48,30.663,41.422,0.1726
449.4,30.491,30.631,41.433,0.18662
449.5,30.509,30.596,41.439,0.16246
449.6,30.527,30.557,41.443,0.13223
449.7,30.539,30.512,41.439,0.12224
449.8,30.55,30.462,41.426,0.11584
449.9,30.561,30.411,41.411,0.11529
450,30.573,30.355,41.392,0.12465
450.1,30.583,30.3,41.367,0.1316
450.2,30.59,30.245,41.335,0.11825
450.3,30.596,30.192,41.297,0.091251
450.4,30.603,30.141,41.257,0.070999
450.5,30.611,30.092,41.217,0.056196
450.6,30.619,30.046,41.175,0.043317
450.7,30.621,30,41.129,0.030668
450.8,30.623,29.957,41.081,0.018249
450.9,30.625,29.917,41.022,0.012043
451,30.634,29.882,40.938,0.028582
451.1,30.646,29.852,40.835,0.053817
451.2,30.643,29.819,40.739,0.043336
451.3,30.631,29.784,40.644,0.0105
451.4,30.628,29.756,40.545,0
451.5,30.633,29.733,40.441,0
451.6,30.636,29.714,40.34,0
451.7,30.626,29.69,40.244,0
451.8,30.615,29.667,40.152,0
451.9,30.615,29.659,40.061,-0.014056
452,30.617,29.655,39.972,-0.061647
452.1,30.618,29.651,39.883,-0.091698
452.2,30.617,29.643,39.794,-0.067948
452.3,30.613,29.633,39.703,-0.024772
452.4,30.607,29.62,39.607,-0.012115
452.5,30.596,29.598,39.502,-0.052421
452.6,30.588,29.577,39.39,-0.09224
452.7,30.589,29.563,39.269,-0.099027
452.8,30.591,29.548,39.14,-0.10244
452.9,30.592,29.533,39.013,-0.094662
453,30.592,29.519,38.889,-0.039324
453.1,30.592,29.504,38.766,0.0016675
453.2,30.588,29.482,38.638,0.018939
453.3,30.585,29.461,38.517,0.028456
453.4,30.584,29.451,38.415,0.026029
453.5,30.584,29.444,38.326,0.015165
453.6,30.584,29.436,38.236,0.0020665
453.7,30.581,29.423,38.135,-0.0093104
453.8,30.573,29.404,38.028,-0.022032
453.9,30.566,29.386,37.923,-0.040898
454,30.561,29.369,37.82,-0.076177
454.1,30.556,29.352,37.712,-0.10047
454.2,30.551,29.334,37.593,-0.088718
454.3,30.544,29.316,37.465,-0.064011
454.4,30.538,29.297,37.332,-0.0611
454.5,30.53,29.277,37.194,-0.082989
454.6,30.519,29.261,37.055,-0.11089
454.7,30.495,29.236,36.915,-0.14578
454.8,30.465,29.206,36.781,-0.17934
454.9,30.441,29.184,36.668,-0.201
455,30.42,29.169,36.566,-0.21866
455.1,30.403,29.159,36.463,-0.22535
455.2,30.39,29.159,36.356,-0.21635
455.3,30.379,29.165,36.251,-0.19959
455.4,30.367,29.171,36.151,-0.18482
455.5,30.354,29.179,36.058,-0.16871
455.6,30.34,29.186,35.964,-0.1571
455.7,30.322,29.19,35.863,-0.1607
455.8,30.298,29.19,35.756,-0.1821
455.9,30.274,29.188,35.646,-0.20287
456,30.249,29.186,35.533,-0.21521
456.1,30.224,29.182,35.417,-0.22486
456.2,30.2,29.176,35.308,-0.22724
456.3,30.177,29.167,35.204,-0.2273
456.4,30.155,29.157,35.104,-0.22734
456.5,30.134,29.15,35.009,-0.22832
456.6,30.115,29.145,34.919,-0.23885
456.7,30.097,29.142,34.831,-0.25197
456.8,30.077,29.136,34.737,-0.25591
456.9,30.053,29.129,34.634,-0.24274
457,30.031,29.121,34.532,-0.22288
457.1,30.012,29.117,34.443,-0.2058
457.2,29.997,29.114,34.361,-0.18698
457.3,29.982,29.111,34.285,-0.17448
457.4,29.966,29.108,34.214,-0.18451
457.5,29.948,29.106,34.149,-0.2292
457.6,29.929,29.103,34.085,-0.27311
457.7,29.907,29.099,34.02,-0.2801
457.8,29.879,29.09,33.954,-0.25563
457.9,29.849,29.082,33.89,-0.2265
458,29.823,29.079,33.832,-0.21771
458.1,29.8,29.081,33.779,-0.24191
458.2,29.779,29.087,33.731,-0.27646
458.3,29.76,29.094,33.687,-0.29298
458.4,29.746,29.102,33.649,-0.28504
458.5,29.733,29.11,33.614,-0.26736
458.6,29.72,29.118,33.579,-0.247
458.7,29.704,29.121,33.539,-0.22533
458.8,29.687,29.122,33.497,-0.19748
458.9,29.671,29.123,33.455,-0.17652
459,29.658,29.127,33.413,-0.17368
459.1,29.646,29.133,33.372,-0.17799
459.2,29.635,29.138,33.332,-0.18271
459.3,29.624,29.14,33.291,-0.18142
459.4,29.612,29.139,33.25,-0.1513
459.5,29.6,29.137,33.21,-0.11278
459.6,29.59,29.135,33.169,-0.097683
459.7,29.583,29.134,33.128,-0.10178
459.8,29.577,29.133,33.087,-0.11022
459.9,29.57,29.13,33.048,-0.12047
460,29.56,29.122,33.011,-0.13796
460.1,29.548,29.111,32.975,-0.16159
460.2,29.536,29.101,32.939,-0.1772
460.3,29.527,29.094,32.902,-0.16405
460.4,29.518,29.089,32.865,-0.11687
460.5,29.509,29.085,32.827,-0.074358
460.6,29.502,29.082,32.791,-0.067298
460.7,29.495,29.082,32.756,-0.067007
460.8,29.489,29.081,32.721,-0.066841
460.9,29.482,29.08,32.688,-0.06681
461,29.474,29.078,32.656,-0.06711
461.1,29.466,29.076,32.625,-0.067561
461.2,29.46,29.075,32.593,-0.0678
461.3,29.456,29.076,32.56,-0.053413
461.4,29.454,29.077,32.525,-0.02412
461.5,29.451,29.078,32.488,-0.0031961
461.6,29.446,29.077,32.448,-0.014
461.7,29.439,29.073,32.404,-0.051846
461.8,29.43,29.068,32.362,-0.08492
461.9,29.42,29.065,32.329,-0.087291
462,29.408,29.064,32.301,-0.07548
462.1,29.395,29.063,32.275,-0.062483
462.2,29.386,29.057,32.25,-0.05762
462.3,29.379,29.05,32.226,-0.056651
462.4,29.372,29.044,32.202,-0.056009
462.5,29.366,29.038,32.175,-0.054779
462.6,29.358,29.03,32.141,-0.044675
462.7,29.351,29.021,32.101,-0.025176
462.8,29.342,29.012,32.059,-0.01328
462.9,29.333,29.005,32.016,-0.048561
463,29.323,28.999,31.971,-0.12102
463.1,29.311,28.995,31.937,-0.15133
463.2,29.299,28.994,31.912,-0.12469
463.3,29.285,28.997,31.891,-0.084267
463.4,29.272,28.999,31.873,-0.06463
463.5,29.258,29.001,31.855,-0.079944
463.6,29.245,29.004,31.839,-0.11227
463.7,29.23,29.005,31.827,-0.14543
463.8,29.212,29.002,31.819,-0.17266
463.9,29.19,28.997,31.814,-0.20172
464,29.171,28.993,31.809,-0.22241
464.1,29.16,28.996,31.802,-0.21582
464.2,29.152,29.003,31.794,-0.13632
464.3,29.146,29.01,31.784,-0.041454
464.4,29.141,29.015,31.772,-0.0066281
464.5,29.134,29.017,31.758,-0.03666
464.6,29.128,29.018,31.741,-0.082527
464.7,29.125,29.02,31.725,-0.10666
464.8,29.126,29.023,31.711,-0.082473
464.9,29.127,29.026,31.698,-0.034359
465,29.13,29.029,31.682,-0.001357
465.1,29.135,29.03,31.659,0
465.2,29.144,29.028,31.628,0
465.3,29.151,29.024,31.598,0
465.4,29.154,29.018,31.571,0
465.5,29.157,29.011,31.544,0
465.6,29.159,29.006,31.522,0
465.7,29.161,29.004,31.502,0
465.8,29.163,29.003,31.485,0
465.9,29.164,29,31.474,0
466,29.16,28.992,31.467,0
466.1,29.155,28.984,31.462,0
466.2,29.149,28.976,31.453,0
466.3,29.143,28.969,31.439,0
466.4,29.136,28.961,31.421,0
466.5,29.13,28.953,31.398,0
466.6,29.125,28.945,31.368,0
466.7,29.119,28.937,31.336,0
466.8,29.108,28.928,31.307,-0.010944
466.9,29.093,28.918,31.279,-0.047276
467,29.078,28.908,31.25,-0.085872
467.1,29.066,28.901,31.221,-0.11463
467.2,29.055,28.895,31.193,-0.14257
467.3,29.045,28.89,31.164,-0.15746
467.4,29.037,28.887,31.134,-0.13031
467.5,29.029,28.884,31.103,-0.06479
467.6,29.02,28.881,31.076,-0.023812
467.7,29.005,28.874,31.054,-0.047686
467.8,28.985,28.864,31.035,-0.10011
467.9,28.97,28.859,31.021,-0.13366
468,28.964,28.861,31.01,-0.12471
468.1,28.96,28.865,31.001,-0.099531
468.2,28.955,28.868,30.995,-0.072963
468.3,28.948,28.869,30.993,-0.054793
468.4,28.937,28.869,30.993,-0.03772
468.5,28.926,28.866,30.993,-0.024763
468.6,28.916,28.859,30.991,-0.019654
468.7,28.904,28.849,30.986,-0.017416
468.8,28.896,28.842,30.979,-0.016273
468.9,28.896,28.844,30.972,-0.019927
469,28.901,28.849,30.964,-0.031551
469.1,28.906,28.855,30.958,-0.037325
469.2,28.91,28.855,30.954,0.008906
469.3,28.915,28.855,30.951,0.072063
469.4,28.919,28.857,30.947,0.077314
469.5,28.924,28.861,30.943,0.048677
469.6,28.927,28.863,30.939,0.017551
469.7,28.927,28.862,30.936,0.0061761
469.8,28.917,28.852,30.933,0.0018261
469.9,28.906,28.84,30.928,6.7333e-06
470,28.9,28.837,30.919,0
470.1,28.894,28.838,30.903,0
470.2,28.888,28.837,30.887,-0.015842
470.3,28.882,28.836,30.867,-0.10662
470.4,28.875,28.835,30.856,-0.17256
470.5,28.866,28.839,30.856,-0.17546
470.6,28.856,28.847,30.857,-0.17683
470.7,28.851,28.854,30.86,-0.15837
470.8,28.848,28.861,30.866,-0.062749
470.9,28.844,28.867,30.874,-0.0025102
471,28.84,28.873,30.887,-0.03313
471.1,28.836,28.879,30.904,-0.087076
471.2,28.83,28.884,30.922,-0.11162
471.3,28.816,28.884,30.948,-0.10686
471.4,28.802,28.886,30.973,-0.096362
471.5,28.801,28.899,30.98,-0.07515
471.6,28.804,28.917,30.982,-0.028578
471.7,28.806,28.936,30.986,-0.0030133
471.8,28.804,28.954,30.992,-0.00105
471.9,28.802,28.974,31.001,-8.5469e-05
472,28.798,28.997,31.014,0
472.1,28.794,29.023,31.036,0
472.2,28.79,29.049,31.064,-0.0010873
472.3,28.786,29.073,31.108,-0.024563
472.4,28.783,29.097,31.162,-0.060191
472.5,28.781,29.123,31.217,-0.085192
472.6,28.779,29.156,31.281,-0.10544
472.7,28.779,29.185,31.341,-0.12008
472.8,28.777,29.199,31.383,-0.11371
472.9,28.774,29.207,31.414,-0.045548
473,28.772,29.212,31.438,-0.00097232
473.1,28.77,29.217,31.458,-0.00036105
473.2,28.769,29.221,31.476,-4.7664e-05
473.3,28.77,29.226,31.493,0
473.4,28.774,29.234,31.513,0
473.5,28.776,29.242,31.536,0
473.6,28.774,29.247,31.564,0
473.7,28.772,29.253,31.601,0
473.8,28.771,29.265,31.658,0
473.9,28.772,29.285,31.758,0
474,28.772,29.301,31.863,0
474.1,28.772,29.31,31.952,0
474.2,28.77,29.316,32.037,0
474.3,28.769,29.325,32.118,0
474.4,28.768,29.338,32.195,0
474.5,28.766,29.351,32.265,0
474.6,28.762,29.362,32.326,0
474.7,28.76,29.372,32.39,0
474.8,28.761,29.38,32.464,0
474.9,28.763,29.388,32.545,0
475,28.763,29.393,32.631,0
475.1,28.763,29.397,32.721,0
475.2,28.764,29.398,32.799,0
475.3,28.771,29.398,32.868,0
475.4,28.778,29.395,32.93,0
475.5,28.778,29.383,32.986,0.01529
475.6,28.778,29.366,33.038,0.065225
475.7,28.778,29.35,33.088,0.094189
475.8,28.779,29.338,33.137,0.069575
475.9,28.782,29.329,33.185,0.025033
476,28.786,29.32,33.236,0.0010007
476.1,28.791,29.309,33.299,0.025901
476.2,28.796,29.298,33.364,0.067208
476.3,28.797,29.287,33.413,0.075728
476.4,28.797,29.277,33.45,0.046988
476.5,28.797,29.269,33.481,0.013016
476.6,28.797,29.262,33.509,0.0025406
476.7,28.799,29.256,33.532,0.0010577
476.8,28.802,29.252,33.554,0.00020277
476.9,28.803,29.246,33.576,0
477,28.8,29.237,33.6,0
477.1,28.797,29.227,33.623,0
477.2,28.794,29.217,33.648,0
477.3,28.797,29.209,33.674,0
477.4,28.803,29.202,33.702,0
477.5,28.809,29.194,33.729,0
477.6,28.81,29.179,33.754,0
477.7,28.807,29.154,33.776,0
477.8,28.802,29.124,33.798,0
477.9,28.8,29.097,33.822,0
478,28.801,29.071,33.853,0
478.1,28.802,29.046,33.884,0
478.2,28.805,29.022,33.909,0.0076289
478.3,28.811,29.003,33.931,0.050109
478.4,28.818,28.984,33.95,0.095293
478.5,28.819,28.961,33.964,0.10345
478.6,28.815,28.934,33.976,0.06485
478.7,28.809,28.906,33.985,0.01274
478.8,28.8,28.879,33.992,-0.035692
478.9,28.788,28.851,33.998,-0.085978
479,28.779,28.827,33.999,-0.10222
479.1,28.774,28.806,33.988,-0.060341
479.2,28.768,28.79,33.971,-0.018651
479.3,28.757,28.775,33.955,-0.045975
479.4,28.744,28.76,33.94,-0.10924
479.5,28.738,28.752,33.931,-0.13001
479.6,28.735,28.747,33.924,-0.13544
479.7,28.733,28.743,33.921,-0.1375
479.8,28.732,28.739,33.928,-0.10131
479.9,28.731,28.734,33.942,-0.03988
480,28.734,28.729,33.952,-0.015181
480.1,28.742,28.722,33.96,-0.0020711
480.2,28.743,28.709,33.96,0
480.3,28.737,28.688,33.954,0
480.4,28.733,28.672,33.951,0
480.5,28.733,28.659,33.954,0
480.6,28.733,28.647,33.958,0
480.7,28.733,28.634,33.958,0
480.8,28.727,28.618,33.952,0
480.9,28.724,28.605,33.94,0
481,28.725,28.599,33.92,0
481.1,28.725,28.595,33.893,0
481.2,28.717,28.585,33.867,-0.021406
481.3,28.705,28.57,33.839,-0.058291
481.4,28.703,28.57,33.81,-0.053298
481.5,28.705,28.578,33.779,-0.015816
481.6,28.705,28.584,33.748,-0.00036174
481.7,28.696,28.578,33.716,-0.0071255
481.8,28.689,28.573,33.688,-0.011989
481.9,28.693,28.579,33.667,-0.0080458
482,28.698,28.586,33.649,-0.0018599
482.1,28.7,28.587,33.631,0
482.2,28.694,28.581,33.615,0
482.3,28.687,28.572,33.599,0
482.4,28.682,28.565,33.579,-0.026665
482.5,28.678,28.556,33.555,-0.094976
482.6,28.677,28.552,33.536,-0.11916
482.7,28.682,28.553,33.519,-0.079655
482.8,28.689,28.557,33.505,-0.024888
482.9,28.692,28.559,33.497,-0.00092199
483,28.691,28.56,33.494,-0.0003557
483.1,28.689,28.561,33.492,-4.9989e-05
483.2,28.689,28.563,33.488,0
483.3,28.689,28.565,33.482,0
483.4,28.689,28.568,33.475,0
483.5,28.689,28.571,33.471,0
483.6,28.689,28.575,33.467,0
483.7,28.689,28.578,33.464,0
483.8,28.689,28.581,33.464,0
483.9,28.687,28.581,33.463,0
484,28.685,28.581,33.46,0
484.1,28.678,28.577,33.437,0
484.2,28.673,28.573,33.41,0
484.3,28.675,28.577,33.394,0
484.4,28.682,28.586,33.382,0
484.5,28.688,28.593,33.37,0
484.6,28.686,28.592,33.354,0
484.7,28.679,28.587,33.336,0
484.8,28.673,28.584,33.32,0
484.9,28.673,28.588,33.31,0
485,28.678,28.598,33.301,0
485.1,28.682,28.609,33.296,0
485.2,28.681,28.614,33.295,0
485.3,28.678,28.617,33.296,0
485.4,28.676,28.622,33.297,0
485.5,28.676,28.629,33.299,-0.013849
485.6,28.677,28.637,33.304,-0.059401
485.7,28.678,28.645,33.309,-0.10036
485.8,28.677,28.653,33.31,-0.099192
485.9,28.674,28.658,33.311,-0.05587
486,28.671,28.662,33.311,-0.012208
486.1,28.669,28.665,33.31,-0.0028206
486.2,28.667,28.668,33.303,-0.0010816
486.3,28.666,28.67,33.294,-0.00014995
486.4,28.666,28.675,33.284,0
486.5,28.669,28.684,33.272,0
486.6,28.672,28.693,33.259,0
486.7,28.672,28.7,33.246,0
486.8,28.67,28.707,33.236,0
486.9,28.667,28.715,33.233,0
487,28.663,28.724,33.231,0
487.1,28.663,28.74,33.243,0
487.2,28.664,28.76,33.28,0
487.3,28.667,28.781,33.308,0
487.4,28.673,28.806,33.329,0
487.5,28.678,28.83,33.349,0
487.6,28.674,28.845,33.373,0
487.7,28.666,28.855,33.399,0
487.8,28.662,28.869,33.42,0.0012572
487.9,28.665,28.888,33.435,0.029023
488,28.669,28.907,33.448,0.066245
488.1,28.673,28.928,33.466,0.077033
488.2,28.678,28.951,33.49,0.048768
488.3,28.682,28.974,33.519,0.014598
488.4,28.682,28.993,33.548,0.0048435
488.5,28.679,29.009,33.578,0.0012832
488.6,28.678,29.025,33.61,0
488.7,28.679,29.043,33.643,0
488.8,28.681,29.061,33.679,0
488.9,28.683,29.081,33.722,0
489,28.684,29.102,33.774,0
489.1,28.686,29.122,33.834,0
489.2,28.688,29.14,33.903,0
489.3,28.689,29.156,33.98,0
489.4,28.689,29.173,34.057,0
489.5,28.689,29.19,34.136,0
489.6,28.696,29.21,34.223,0.0083947
489.7,28.713,29.238,34.314,0.034962
489.8,28.721,29.253,34.392,0.073442
489.9,28.726,29.264,34.462,0.12027
490,28.729,29.273,34.538,0.11353
490.1,28.73,29.283,34.617,0.049632
490.2,28.733,29.294,34.696,0.017996
490.3,28.748,29.317,34.775,0.0092806
490.4,28.763,29.339,34.849,0.0080277
490.5,28.771,29.355,34.916,0.063259
490.6,28.778,29.369,34.975,0.11158
490.7,28.784,29.383,35.023,0.10362
490.8,28.791,29.397,35.066,0.084932
490.9,28.797,29.411,35.11,0.065936
491,28.803,29.425,35.161,0.047035
491.1,28.809,29.439,35.214,0.028242
491.2,28.814,29.453,35.266,0.020856
491.3,28.819,29.466,35.316,0.056844
491.4,28.824,29.479,35.366,0.11453
491.5,28.828,29.491,35.419,0.13859
491.6,28.832,29.502,35.475,0.13792
491.7,28.835,29.512,35.534,0.13628
491.8,28.839,29.523,35.595,0.13086
491.9,28.845,29.537,35.659,0.089232
492,28.853,29.551,35.725,0.04017
492.1,28.862,29.561,35.794,0.028674
492.2,28.872,29.57,35.867,0.041968
492.3,28.884,29.579,35.94,0.06023
492.4,28.896,29.588,36.007,0.072343
492.5,28.908,29.596,36.069,0.079369
492.6,28.921,29.604,36.129,0.086808
492.7,28.932,29.609,36.192,0.10185
492.8,28.943,29.611,36.259,0.14048
492.9,28.954,29.611,36.326,0.17464
493,28.968,29.613,36.396,0.15738
493.1,28.984,29.616,36.467,0.078917
493.2,28.996,29.615,36.533,0.053117
493.3,29.004,29.608,36.594,0.098554
493.4,29.01,29.602,36.651,0.13588
493.5,29.016,29.597,36.705,0.12605
493.6,29.02,29.592,36.757,0.10726
493.7,29.025,29.588,36.806,0.10335
493.8,29.03,29.582,36.855,0.11548
493.9,29.035,29.578,36.898,0.1267
494,29.046,29.578,36.932,0.12707
494.1,29.063,29.584,36.96,0.1256
494.2,29.074,29.589,36.994,0.11823
494.3,29.081,29.593,37.035,0.065334
494.4,29.084,29.594,37.081,0.023025
494.5,29.084,29.591,37.127,0.020545
494.6,29.084,29.586,37.177,0.019368
494.7,29.083,29.581,37.23,0.016112
494.8,29.08,29.571,37.287,0.0059782
494.9,29.078,29.563,37.347,0
495,29.078,29.559,37.407,0
